ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
37359,37359,B5,G6350,S,93640113,0,+35.2042001,-086.4128769
37360,37360,B5,G6350,S,72292897,3986298,+35.4375961,-086.2543385
37361,37361,B5,G6350,S,47601857,2914269,+35.1012493,-084.6866341
53526,53526,B5,G6350,S,21100011,0,+42.9740511,-090.3436064
61842,61842,B5,G6350,S,257724891,2782025,+40.2386770,-088.6653946
53527,53527,B5,G6350,S,93093927,82147,+43.0513571,-089.1922572
61843,61843,B5,G6350,S,98373649,405882,+40.3172413,-088.3739027
53528,53528,B5,G6350,S,121060525,911419,+43.1183001,-089.6380136
53529,53529,B5,G6350,S,94769780,627416,+43.2425580,-089.5146905
61844,61844,B5,G6350,S,150290558,19113,+40.1429666,-087.8692075
61845,61845,B5,G6350,S,78019100,390629,+40.3736206,-088.3968137
53530,53530,B5,G6350,S,345724434,0,+42.6938288,-090.1058903
61846,61846,B5,G6350,S,113269169,232181,+39.9772517,-087.6075376
53531,53531,B5,G6350,S,109587191,195898,+43.0622164,-089.1023929
61847,61847,B5,G6350,S,80641586,54984,+40.3193021,-088.0112425
61848,61848,B5,G6350,S,2003491,0,+40.3080604,-087.7027714
61849,61849,B5,G6350,S,148896163,574712,+40.0142263,-087.9673702
61850,61850,B5,G6350,S,89168370,123200,+39.9310081,-087.7385813
61851,61851,B5,G6350,S,88467999,0,+39.9608195,-088.4347235
53532,53532,B5,G6350,S,140123083,814317,+43.2502038,-089.3263292
61852,61852,B5,G6350,S,51003040,0,+39.9031522,-088.0757988
61853,61853,B5,G6350,S,125403924,1011788,+40.2149558,-088.4211710
53533,53533,B5,G6350,S,372714011,940385,+42.9967368,-090.1621789
61854,61854,B5,G6350,S,138919782,158306,+40.1998724,-088.5293281
61855,61855,B5,G6350,S,26399907,0,+39.9221387,-088.6609290
53534,53534,B5,G6350,S,210559400,8070005,+42.8608232,-089.0933096
61856,61856,B5,G6350,S,270130183,314884,+40.0267619,-088.5801176
61857,61857,B5,G6350,S,619765,0,+40.1165537,-087.8422799
53536,53536,B5,G6350,S,244914026,1102067,+42.7612331,-089.2678618
02536,02536,B5,G6350,S,71694282,9066005,+41.5963048,-070.5674667
02537,02537,B5,G6350,S,31330305,1594581,+41.7284182,-070.4358123
02538,02538,B5,G6350,S,11774477,1199921,+41.7774759,-070.6421477
02539,02539,B5,G6350,S,69451153,53089157,+41.3776550,-070.5220800
02540,02540,B5,G6350,S,27756714,4540829,+41.5738806,-070.6320490
02542,02542,B5,G6350,S,79578453,127974,+41.7078392,-070.5455195
02543,02543,B5,G6350,S,25723436,52350291,+41.4789740,-070.7669110
02553,02553,B5,G6350,S,636144,1769250,+41.7115610,-070.6228533
02554,02554,B5,G6350,S,104371107,42439862,+41.2910715,-070.0933285
02556,02556,B5,G6350,S,10014639,1185580,+41.6394454,-070.6245149
02557,02557,B5,G6350,S,18664892,11120421,+41.4417130,-070.5761430
02558,02558,B5,G6350,S,3183298,2714451,+41.7450170,-070.6535130
02559,02559,B5,G6350,S,13032607,3840930,+41.6902429,-070.6162831
02561,02561,B5,G6350,S,1591747,218387,+41.7667368,-070.5405950
02562,02562,B5,G6350,S,8669786,835829,+41.7872087,-070.5267169
02563,02563,B5,G6350,S,34193724,2748074,+41.7281369,-070.4765487
02564,02564,B5,G6350,S,14885975,2816833,+41.2719344,-069.9844153
75137,75137,B5,G6350,S,15758273,15921,+32.6432116,-096.9164680
75140,75140,B5,G6350,S,290749883,5954455,+32.6465729,-095.6875313
75141,75141,B5,G6350,S,29536870,1989236,+32.6373325,-096.6976088
75142,75142,B5,G6350,S,449172346,5723766,+32.5681628,-096.2502144
75143,75143,B5,G6350,S,460607605,63800183,+32.3666864,-096.2450394
75144,75144,B5,G6350,S,444885609,43643880,+32.1083877,-096.2079546
75146,75146,B5,G6350,S,85966214,537290,+32.5645180,-096.7522227
75147,75147,B5,G6350,S,242805270,6565616,+32.4366759,-096.0795577
75148,75148,B5,G6350,S,226663275,15818258,+32.1262213,-096.0241305
75149,75149,B5,G6350,S,41140070,167560,+32.7733689,-096.6188105
75150,75150,B5,G6350,S,33060132,31191,+32.8173991,-096.6304156
75152,75152,B5,G6350,S,105506960,886290,+32.4398710,-096.6780508
75153,75153,B5,G6350,S,60901172,3262865,+32.1582646,-096.3296323
75154,75154,B5,G6350,S,121751212,69148,+32.5217727,-096.8073149
75155,75155,B5,G6350,S,98553489,1606314,+32.2291128,-096.4755085
75156,75156,B5,G6350,S,81082561,42082492,+32.2777586,-096.1053322
75157,75157,B5,G6350,S,4352080,78210,+32.4647560,-096.4395197
70464,70464,B5,G6350,S,25702598,90670,+30.5511949,-089.9190077
75158,75158,B5,G6350,S,227734418,2879696,+32.4628311,-096.4021313
70465,70465,B5,G6350,S,12713450,80199,+30.8562587,-090.5239299
80476,80476,B5,G6350,S,148827915,36622,+39.6706285,-105.8343433
80477,80477,B5,G6350,S,69520,0,+40.4863910,-106.8293537
80478,80478,B5,G6350,S,108370030,421723,+40.0290015,-105.8528131
70466,70466,B5,G6350,S,81717773,598308,+30.5687142,-090.5007611
80479,80479,B5,G6350,S,292100375,346102,+40.0359116,-106.8144972
75159,75159,B5,G6350,S,155716491,12506540,+32.6045429,-096.5435378
70471,70471,B5,G6350,S,76084601,4416005,+30.4070384,-090.0634214
80480,80480,B5,G6350,S,3939439523,18154072,+40.6728876,-106.3415656
80481,80481,B5,G6350,S,185478508,3410848,+40.1014108,-105.5767641
75160,75160,B5,G6350,S,310745190,2090022,+32.7584080,-096.3013232
80482,80482,B5,G6350,S,336137621,73649,+39.8923412,-105.7859710
80483,80483,B5,G6350,S,225265279,175822,+40.0917979,-106.9359802
70501,70501,B5,G6350,S,40451183,107795,+30.2418323,-091.9910394
42044,42044,B5,G6350,S,61716750,33230513,+36.9575817,-088.2632028
48506,48506,B5,G6350,S,48995588,2188550,+43.0674720,-083.6243923
42045,42045,B5,G6350,S,93104925,10128317,+37.0639931,-088.2630968
42047,42047,B5,G6350,S,56353392,211358,+37.2950415,-088.3993524
42048,42048,B5,G6350,S,68043322,10457575,+36.7657052,-088.2285820
42049,42049,B5,G6350,S,110141001,210526,+36.5211380,-088.3337561
48507,48507,B5,G6350,S,53954098,551202,+42.9669664,-083.7173591
42050,42050,B5,G6350,S,301851491,28900711,+36.5554213,-089.2192742
42051,42051,B5,G6350,S,145367132,1457170,+36.8507281,-088.6471737
48509,48509,B5,G6350,S,22947543,118235,+43.0239407,-083.6047091
48519,48519,B5,G6350,S,20000278,24138,+42.9818911,-083.6049529
48529,48529,B5,G6350,S,12790899,34971,+42.9703379,-083.6585901
42053,42053,B5,G6350,S,302384337,32502927,+37.1126488,-088.8778230
42054,42054,B5,G6350,S,75508905,769232,+36.7144539,-088.4334566
48532,48532,B5,G6350,S,39639715,233829,+43.0110682,-083.7948753
48551,48551,B5,G6350,S,964147,0,+42.9809938,-083.7168996
48553,48553,B5,G6350,S,527955,0,+42.9778311,-083.7235483
48554,48554,B5,G6350,S,471419,0,+42.9758813,-083.7907344
27201,27201,B5,G6350,S,342167,10102,+36.0341723,-079.4848287
27203,27203,B5,G6350,S,56671191,202483,+35.7284639,-079.7865270
27205,27205,B5,G6350,S,579455289,3352907,+35.6382587,-079.8508662
27207,27207,B5,G6350,S,220063127,685301,+35.6076129,-079.3905175
27208,27208,B5,G6350,S,100639036,170092,+35.5632305,-079.5429277
27209,27209,B5,G6350,S,118276275,366468,+35.3431019,-079.7534419
27212,27212,B5,G6350,S,125470446,333393,+36.4809670,-079.2798562
27214,27214,B5,G6350,S,124478251,6099589,+36.2060550,-079.6711260
27215,27215,B5,G6350,S,161201663,4812426,+36.0270987,-079.4917994
27217,27217,B5,G6350,S,319010756,9343219,+36.1909450,-079.3801853
27229,27229,B5,G6350,S,228242425,397790,+35.2656322,-079.7757333
27231,27231,B5,G6350,S,94342776,1675755,+36.2077199,-079.1694201
27233,27233,B5,G6350,S,63361938,326570,+35.8925121,-079.7049800
27235,27235,B5,G6350,S,35074080,99676,+36.0920421,-080.0114552
27239,27239,B5,G6350,S,390740915,6782525,+35.6006596,-080.0902264
27242,27242,B5,G6350,S,139709306,633304,+35.3296566,-079.6489549
27243,27243,B5,G6350,S,102613212,708511,+36.0669164,-079.1981478
27244,27244,B5,G6350,S,130772086,1683975,+36.2153772,-079.4863698
27248,27248,B5,G6350,S,89261988,532388,+35.7832957,-079.7163307
27249,27249,B5,G6350,S,149327200,1974611,+36.1541407,-079.5823894
27252,27252,B5,G6350,S,110974528,378141,+35.5666138,-079.3497583
27253,27253,B5,G6350,S,228143005,4774149,+35.9661662,-079.3473506
27258,27258,B5,G6350,S,44194665,591190,+36.0108018,-079.2911976
27260,27260,B5,G6350,S,31457698,102355,+35.9544670,-079.9878820
27262,27262,B5,G6350,S,34115196,16395,+35.9631323,-080.0416543
27263,27263,B5,G6350,S,101008037,1505541,+35.9115216,-079.9367987
27265,27265,B5,G6350,S,108993685,3190617,+36.0123051,-080.0309493
27278,27278,B5,G6350,S,262642828,2234188,+36.0901953,-079.0869286
27281,27281,B5,G6350,S,134887236,291070,+35.1874423,-079.6251154
27282,27282,B5,G6350,S,35718509,569125,+35.9889567,-079.9282820
27283,27283,B5,G6350,S,68212431,586434,+35.9514740,-079.6354182
27284,27284,B5,G6350,S,206943697,1661614,+36.1161212,-080.0818653
27288,27288,B5,G6350,S,175476021,2121804,+36.4976449,-079.7500154
27291,27291,B5,G6350,S,131413336,4496390,+36.4183159,-079.1684283
27292,27292,B5,G6350,S,376558869,22983484,+35.7383250,-080.2075465
27295,27295,B5,G6350,S,330452862,2524101,+35.8717669,-080.3101798
27298,27298,B5,G6350,S,245990135,2433762,+35.8851152,-079.5675454
27299,27299,B5,G6350,S,71281926,3969177,+35.7523237,-080.3861487
27301,27301,B5,G6350,S,86393828,1014300,+36.1135101,-079.6656557
27302,27302,B5,G6350,S,302387820,5023075,+36.1420299,-079.2661809
43529,43529,B5,G6350,S,1864282,0,+41.1876053,-083.7815852
43531,43531,B5,G6350,S,446557,0,+41.6350441,-084.4956661
43532,43532,B5,G6350,S,120960012,2450060,+41.4504965,-083.9749671
43533,43533,B5,G6350,S,64824313,303902,+41.6918840,-084.0815567
43534,43534,B5,G6350,S,95588410,778138,+41.3496110,-083.9269810
43535,43535,B5,G6350,S,62108155,0,+41.3072797,-084.0220343
43536,43536,B5,G6350,S,39890395,0,+41.3097940,-084.6328946
43537,43537,B5,G6350,S,47499240,2110551,+41.5747944,-083.6867007
43540,43540,B5,G6350,S,49050037,172322,+41.6928458,-083.9280254
43541,43541,B5,G6350,S,1008158,0,+41.3007553,-083.8295360
43542,43542,B5,G6350,S,37630244,0,+41.5666651,-083.7650324
43543,43543,B5,G6350,S,227154459,2307840,+41.6064888,-084.6453462
43545,43545,B5,G6350,S,344710983,6133698,+41.3908844,-084.1273369
43547,43547,B5,G6350,S,1121931,0,+41.4921602,-083.8763158
43548,43548,B5,G6350,S,61608923,0,+41.1853343,-084.1751158
43549,43549,B5,G6350,S,78298925,62728,+41.3712031,-084.5207540
43551,43551,B5,G6350,S,205000539,3144306,+41.5179514,-083.5720038
43553,43553,B5,G6350,S,423935,0,+41.5312274,-084.2288363
43554,43554,B5,G6350,S,89218868,766143,+41.6584216,-084.5634914
43555,43555,B5,G6350,S,1063190,0,+41.4341293,-084.2543218
43556,43556,B5,G6350,S,82488293,406385,+41.3033043,-084.5637286
43557,43557,B5,G6350,S,114502597,298455,+41.4873857,-084.3924662
43558,43558,B5,G6350,S,215013657,646947,+41.5947387,-083.8783418
43560,43560,B5,G6350,S,54115720,192265,+41.7005909,-083.7388517
43565,43565,B5,G6350,S,469978,0,+41.4199707,-083.7401071
43566,43566,B5,G6350,S,50962444,2341609,+41.4926527,-083.7533900
43567,43567,B5,G6350,S,292783381,892862,+41.5803451,-084.1610652
84401,84401,B5,G6350,S,76407997,820720,+41.2120121,-112.0345641
73145,73145,B5,G6350,S,15086942,0,+35.4190906,-097.3940463
73149,73149,B5,G6350,S,13589800,0,+35.3894094,-097.4893275
71960,71960,B5,G6350,S,392660060,453041,+34.4903385,-093.7113668
73150,73150,B5,G6350,S,49049949,254230,+35.4012377,-097.3298758
73151,73151,B5,G6350,S,7476709,34115,+35.5716808,-097.4165603
71961,71961,B5,G6350,S,226104516,1829431,+34.6003155,-093.8383599
84403,84403,B5,G6350,S,93230461,32386,+41.2149912,-111.8895890
71962,71962,B5,G6350,S,428812875,213600,+34.0361950,-093.3227452
71964,71964,B5,G6350,S,89175435,121527,+34.4241338,-093.2407307
73159,73159,B5,G6350,S,31718508,191164,+35.3878548,-097.5788345
71965,71965,B5,G6350,S,56503068,390423,+34.6704847,-093.7465710
71968,71968,B5,G6350,S,254537618,37026582,+34.5241714,-093.2904959
71969,71969,B5,G6350,S,85824399,1034213,+34.6692421,-093.6292099
71970,71970,B5,G6350,S,199880662,13200381,+34.6689345,-093.4891540
71971,71971,B5,G6350,S,171548112,213240,+34.3040216,-094.0342570
71972,71972,B5,G6350,S,75791407,372375,+34.3828911,-094.2768624
73160,73160,B5,G6350,S,58176581,864972,+35.3324382,-097.4752173
71973,71973,B5,G6350,S,204280326,1264709,+34.3018822,-094.3189864
71998,71998,B5,G6350,S,93585,0,+34.1263845,-093.0552858
71999,71999,B5,G6350,S,159776,0,+34.1274583,-093.0590669
84404,84404,B5,G6350,S,241242278,3625638,+41.2694732,-112.1176448
72001,72001,B5,G6350,S,65798781,154177,+35.0583514,-092.8858457
73162,73162,B5,G6350,S,18035297,394443,+35.5820109,-097.6409283
94508,94508,B5,G6350,S,45184693,413187,+38.5766179,-122.4443883
94509,94509,B5,G6350,S,42584575,3579418,+37.9965006,-121.8123009
94510,94510,B5,G6350,S,72393637,8705566,+38.0980706,-122.1359397
94511,94511,B5,G6350,S,14461942,0,+38.0289395,-121.6405212
94512,94512,B5,G6350,S,52217900,28204,+38.1348519,-121.8341563
94513,94513,B5,G6350,S,196119483,4820993,+37.9222276,-121.6683590
94514,94514,B5,G6350,S,74295333,447730,+37.8263717,-121.6225460
94515,94515,B5,G6350,S,273626107,472665,+38.6348225,-122.6150507
94516,94516,B5,G6350,S,2264978,0,+37.8339014,-122.1650340
94517,94517,B5,G6350,S,148184665,0,+37.8902169,-121.8783538
94518,94518,B5,G6350,S,14085413,0,+37.9503623,-122.0220389
94519,94519,B5,G6350,S,11343042,0,+37.9884511,-122.0130006
94520,94520,B5,G6350,S,26128890,0,+37.9952845,-122.0406268
94521,94521,B5,G6350,S,33601103,0,+37.9560116,-121.9561940
94523,94523,B5,G6350,S,18746949,0,+37.9541310,-122.0761395
94525,94525,B5,G6350,S,6093364,1834899,+38.0529515,-122.2320944
94526,94526,B5,G6350,S,38668310,5258,+37.8146133,-121.9905515
94528,94528,B5,G6350,S,6072658,0,+37.8456012,-121.9506119
94530,94530,B5,G6350,S,12496438,0,+37.9215605,-122.2983366
94531,94531,B5,G6350,S,28348259,0,+37.9657646,-121.7758176
94533,94533,B5,G6350,S,55948760,342363,+38.2807448,-122.0063799
94534,94534,B5,G6350,S,205029618,1545553,+38.2448389,-122.1358612
94535,94535,B5,G6350,S,9871382,18644,+38.2822211,-121.9247148
94536,94536,B5,G6350,S,37763519,11692,+37.5705083,-121.9812503
94538,94538,B5,G6350,S,42636162,455258,+37.5013676,-121.9567530
94539,94539,B5,G6350,S,65839517,0,+37.5169087,-121.9117666
94541,94541,B5,G6350,S,19237151,61591,+37.6739447,-122.0848208
48819,48819,B5,G6350,S,115129414,181301,+42.5473958,-084.2809939
39571,39571,B5,G6350,S,220280627,10701285,+30.4200665,-089.2750429
42461,42461,B5,G6350,S,93753653,18972002,+37.7973972,-087.8892159
39572,39572,B5,G6350,S,27905244,1156017,+30.2513035,-089.6010198
42462,42462,B5,G6350,S,114428259,2049287,+37.7439816,-087.8017184
42463,42463,B5,G6350,S,5466559,157686,+37.4726196,-087.8694519
48820,48820,B5,G6350,S,170116419,1438398,+42.8639131,-084.5922960
42464,42464,B5,G6350,S,158083695,4722756,+37.1812528,-087.3561589
48821,48821,B5,G6350,S,54903158,1040194,+42.6411710,-084.6474172
48822,48822,B5,G6350,S,83805180,738053,+42.8352789,-084.7631278
39573,39573,B5,G6350,S,1028463334,7805366,+30.7309966,-089.0933975
42501,42501,B5,G6350,S,517416031,9986012,+37.0561927,-084.4509023
39574,39574,B5,G6350,S,590071746,4039065,+30.6101324,-089.0917665
48823,48823,B5,G6350,S,58070649,563564,+42.7640506,-084.4599382
48825,48825,B5,G6350,S,3213319,70516,+42.7276040,-084.4814203
39576,39576,B5,G6350,S,16817076,88958,+30.2900816,-089.3832781
42503,42503,B5,G6350,S,334942696,10396299,+37.1649600,-084.5193992
42516,42516,B5,G6350,S,34846218,50407,+37.2221537,-084.7860314
42518,42518,B5,G6350,S,65732673,5422297,+36.9423696,-084.6326462
48827,48827,B5,G6350,S,289216710,2073861,+42.5093186,-084.6604397
42519,42519,B5,G6350,S,127694006,7715161,+36.9553066,-084.5350398
39577,39577,B5,G6350,S,661975813,3793717,+30.9047292,-089.0864880
48829,48829,B5,G6350,S,169719271,499404,+43.3982054,-085.0153780
42528,42528,B5,G6350,S,126878451,943052,+37.1818017,-085.0233680
42533,42533,B5,G6350,S,3798790,3221,+37.0721946,-084.5923547
48831,48831,B5,G6350,S,188522072,633749,+43.0962186,-084.3724876
48832,48832,B5,G6350,S,67139626,427449,+43.4118826,-084.7765816
39581,39581,B5,G6350,S,50907946,2305062,+30.3571008,-088.4893234
48834,48834,B5,G6350,S,119804587,2239061,+43.1325854,-085.0321140
42539,42539,B5,G6350,S,548898777,1960417,+37.3090818,-084.9509784
42541,42541,B5,G6350,S,40088031,272186,+37.3588837,-084.7943428
48835,48835,B5,G6350,S,145002344,1097957,+43.0249034,-084.7490569
48836,48836,B5,G6350,S,240856398,871869,+42.6693193,-084.0765833
42544,42544,B5,G6350,S,377227229,39779553,+37.0299484,-084.8151249
42553,42553,B5,G6350,S,161163849,1998062,+37.1562375,-084.6975837
42565,42565,B5,G6350,S,69445753,76188,+37.1589756,-084.8892762
95916,95916,B5,G6350,S,250762137,20002978,+39.6655389,-121.3519555
95917,95917,B5,G6350,S,178476113,1084307,+39.4096859,-121.7566527
95918,95918,B5,G6350,S,178950871,5187134,+39.3012294,-121.3379292
95919,95919,B5,G6350,S,64005514,0,+39.4328816,-121.2611427
95920,95920,B5,G6350,S,178912999,616634,+39.4497945,-121.9363724
95922,95922,B5,G6350,S,162637796,10984560,+39.4882862,-121.0668511
95923,95923,B5,G6350,S,25728581,0,+40.1337280,-121.0926933
95925,95925,B5,G6350,S,86259092,5353034,+39.4841083,-121.1926490
95926,95926,B5,G6350,S,19815821,0,+39.7456276,-121.8438340
95928,95928,B5,G6350,S,356254058,6215467,+39.6857096,-121.8440838
95930,95930,B5,G6350,S,43478166,431288,+39.5468871,-121.1762149
95932,95932,B5,G6350,S,321650650,5093703,+39.2664692,-121.9786035
95934,95934,B5,G6350,S,53897965,42048,+40.0600999,-120.9079574
95935,95935,B5,G6350,S,61152465,187248,+39.3793437,-121.1922610
95936,95936,B5,G6350,S,271773243,171344,+39.6053832,-120.8110130
95937,95937,B5,G6350,S,131738000,0,+38.8852443,-121.9990391
95938,95938,B5,G6350,S,186139045,94302,+39.6047133,-121.7952880
95939,95939,B5,G6350,S,792187452,8000853,+39.5719825,-122.5808268
95941,95941,B5,G6350,S,40931903,91441,+39.5163136,-121.2509345
95942,95942,B5,G6350,S,144775330,40386,+40.0194500,-121.5666350
95943,95943,B5,G6350,S,163942687,5615758,+39.5848072,-122.0322971
95944,95944,B5,G6350,S,130825646,302289,+39.4952660,-120.9438112
95945,95945,B5,G6350,S,166345621,2308588,+39.1963867,-120.9722894
95946,95946,B5,G6350,S,108408153,2799366,+39.2155858,-121.2032398
95947,95947,B5,G6350,S,338122425,0,+40.1745661,-120.8197556
95948,95948,B5,G6350,S,202076967,668657,+39.3392635,-121.7707851
95949,95949,B5,G6350,S,361484635,483990,+39.0992301,-121.1388483
95950,95950,B5,G6350,S,132069188,546053,+39.0434473,-121.9180988
95951,95951,B5,G6350,S,47587859,2493719,+39.7225122,-122.0044327
95953,95953,B5,G6350,S,294621203,700117,+39.2590224,-121.7768256
95954,95954,B5,G6350,S,183961855,3214494,+39.8846537,-121.5867885
95955,95955,B5,G6350,S,318560893,79234,+39.2945158,-122.2017152
95956,95956,B5,G6350,S,175422645,22135,+39.8382880,-121.1342345
95957,95957,B5,G6350,S,180957469,1633015,+39.0609213,-121.8271551
95959,95959,B5,G6350,S,642098176,3739856,+39.3478111,-120.9187284
95960,95960,B5,G6350,S,125064713,139521,+39.4032165,-121.0344858
95961,95961,B5,G6350,S,118568116,1753604,+39.0403045,-121.5604837
95962,95962,B5,G6350,S,76942455,420000,+39.3447901,-121.2645551
95963,95963,B5,G6350,S,791684832,14874694,+39.7363084,-122.2593382
95965,95965,B5,G6350,S,829307183,42465424,+39.5939448,-121.5813626
95966,95966,B5,G6350,S,476722890,22692311,+39.4753603,-121.4141104
33605,33605,B5,G6350,S,20247813,3599128,+27.9511221,-082.4296797
37362,37362,B5,G6350,S,196750260,44064,+35.0312824,-084.6808561
33606,33606,B5,G6350,S,8501295,2227223,+27.9174523,-082.4522793
37363,37363,B5,G6350,S,190365708,1734599,+35.1156877,-085.0638035
37365,37365,B5,G6350,S,117259396,64085,+35.3825297,-085.5597422
23085,23085,B5,G6350,S,111497583,1533307,+37.7154567,-076.8319889
43777,43777,B5,G6350,S,137264554,844931,+39.8187328,-082.1138678
43778,43778,B5,G6350,S,117055799,40192,+39.9992895,-081.3788621
49946,49946,B5,G6350,S,703621465,67475200,+46.7208942,-088.3215922
43779,43779,B5,G6350,S,91416209,65053,+39.8195698,-081.4277660
23086,23086,B5,G6350,S,214079098,8271209,+37.6685728,-077.0544136
49947,49947,B5,G6350,S,827199459,38302084,+46.3854174,-089.6163563
43780,43780,B5,G6350,S,92146659,8699625,+39.9086712,-081.4379538
23089,23089,B5,G6350,S,156973738,16549282,+37.4557955,-076.9035007
43782,43782,B5,G6350,S,31955706,248956,+39.6217952,-082.2124666
23091,23091,B5,G6350,S,60033081,1735808,+37.6509583,-076.7990176
49948,49948,B5,G6350,S,344290760,1196974,+46.7111754,-089.0200146
23092,23092,B5,G6350,S,12706421,5890337,+37.6067689,-076.5147485
43783,43783,B5,G6350,S,156023366,1124173,+39.8044787,-082.2785793
43786,43786,B5,G6350,S,551794,0,+39.7104644,-081.2770123
49950,49950,B5,G6350,S,462748321,29599641,+47.3863327,-088.1337037
49952,49952,B5,G6350,S,170361035,3525187,+46.7013624,-088.7849452
43787,43787,B5,G6350,S,194829558,3129241,+39.5239636,-081.8018220
53537,53537,B5,G6350,S,2286966,0,+42.6723955,-089.2105063
61858,61858,B5,G6350,S,74563388,1554299,+40.1342579,-087.7618765
61859,61859,B5,G6350,S,81163214,26515,+40.1504277,-087.9629048
61862,61862,B5,G6350,S,104362022,212275,+40.3060274,-087.9586058
61863,61863,B5,G6350,S,84235988,80662,+39.9052548,-088.2784716
53538,53538,B5,G6350,S,257111943,24470389,+42.9200440,-088.8571449
53540,53540,B5,G6350,S,3546448,0,+43.2292617,-090.2849151
61864,61864,B5,G6350,S,59010109,52474,+39.9750645,-088.1527230
53541,53541,B5,G6350,S,160376845,0,+42.5661403,-090.0293616
61865,61865,B5,G6350,S,199542720,51984,+40.3049246,-087.8024644
